,timestamp,rating,title,text,parent_asin,verified_purchase
2319151,2021-05-30 21:35:41,2.0,Keep looking for a better one!,I would definitely keep looking for a better thermometer. It kept giving me inaccurate temperatures.<br /><br />Although the design of this thermometer is very sleek and modern.,B075QQ8VZW,True
2319250,2020-09-17 11:31:51,1.0,Never worked,"Was excited to get this - took it out of the box, put in batteries and tried to use it - nothing!  never gave us one temperature reading (verified with my physician wife and the instructions we were using it correctly).  Suspect it may be rather fragile, suppose happy it broke while we could still return it.",B075QQ8VZW,True
2319475,2020-12-02 17:31:00,5.0,we like this thermometer a lot,"its all good, very simple to take a temp with this one",B075QQ8VZW,True
2319608,2020-07-31 11:53:35,5.0,Good product,Easy to use,B075QQ8VZW,True
2319616,2020-08-18 19:36:10,5.0,"Love the look and concept, uneasy about accuracy","Easy enough to use, just unsure of accuracy and that make me uneasy. I may go back to the old fashioned kind<br /><br />Update: 6 months later... I got used to it and will never go back to the old fashioned kind! I even bought one for my parents for Christmas!  Updated from 4 to 5 stars. Simple to use and consistent. I recommend!",B075QQ8VZW,True
2319837,2020-08-04 01:28:21,5.0,"Easy to use, fast and accurate",Got this on the recommendation of my son in law who got one and I’m very pleased.  I work in a hospital so have been using it frequently to monitor my temperature; just point to your forehead and in less than a minute you have a reading.,B075QQ8VZW,True
2319896,2020-07-21 18:38:17,5.0,Fast,"Easy, accurate and fast.",B075QQ8VZW,True
2320085,2021-01-30 19:13:15,5.0,A temp checker for all ages/ A great gift,We bought this as a way to check our temperatures easily during the pandemic.  I gifted this to the parent of our grandkids for her ease of use.  We both agree that it's a game changer.  Once you get the distance from the forehead to the monitor figured out.  It's a super quick and easy team checker.  I've not double checked accuracy with a regular temperature but it does seem to be reasonably accurate based on readings we've taken.,B075QQ8VZW,True
2321539,2021-03-20 07:15:25,1.0,Save your money,Junk don’t waste your money. Lasted about a month,B075QQ8VZW,True
2322421,2021-06-24 15:37:45,1.0,This no longer works after a few months,This was fine for a few months but it no longer works,B075QQ8VZW,True
2322508,2020-08-03 12:46:54,5.0,ease of use,It works,B075QQ8VZW,True
2323491,2020-07-30 18:44:50,5.0,Very satisfied,No dislikes,B075QQ8VZW,True
2323524,2020-09-02 17:48:55,5.0,Easy to use,Easy to use,B075QQ8VZW,True
2323570,2022-07-26 20:12:50,5.0,New thermometer,Easy to use on grandkids and read.,B075QQ8VZW,True
2323601,2020-07-29 14:28:59,5.0,Simplicity and fast!,"We had the kind you have to wipe across your forehead and got very inconsistent results. With all of the temp checks due to COVID, we opted to upgrade, and this one arrived within just 2-3 days and works like a charm. So easy.",B075QQ8VZW,True
2323674,2020-10-02 05:20:10,5.0,LOVE THIS!!!,"cost a little more than some of the others you'll see but this one is great, sleak, small, large read out, comfortable to handle. All around great.",B075QQ8VZW,True
2323722,2020-10-26 19:58:08,5.0,Easy,Much easier than my previous forehead thermometer.,B075QQ8VZW,True
2323904,2020-07-16 20:01:23,5.0,Easy to use,"Easy to use; read-out is large and bright. Can't comment on how long it might last or how reliable it will be over time as I just received it, but so far very satisfied.",B075QQ8VZW,True
2323918,2021-01-05 09:48:47,5.0,Perfect and easy to use,I bought this for my self and my 2 daughters.  So easy to use and read.  Came with batteries too.,B075QQ8VZW,True
2324013,2020-12-03 01:35:13,5.0,These thermometers are great. We have 2.,"Easy to read, quick. and they seem really accurate. Since we have two, we tried them against each member of our family of four. Three of the four people tested were exactly the same temp on both devices the last one was .1 difference. It could easily be as simple as a slight difference in distance to the forehead. I think that the .1 difference is accurate enough for me. We bought a second one as I travel for work and during COVID wanted to test myself each day before going to work.",B075QQ8VZW,True
2324215,2020-08-18 21:44:02,3.0,Reads temp late,"I really liked this thermometer and wanted it to work. I got this to take my kid’s temperature and it is so hard. If i finally get it to read , then it takes an awful lot of time. As far as adults are concerned there is no such issue. I am not sure if it is something with how i hold it but i have tried all different ways.",B075QQ8VZW,True
2325668,2021-03-11 15:28:47,5.0,In the know,Easy to use.,B075QQ8VZW,True
2326370,2022-06-11 16:48:55,1.0,Isn't accurate,"This thermometer does everything but give you an accurate reading. My husband's temp was 101 and this thermometer still read his temp as 97.5. And to add insult to injury, Amazon says I can't return it. I should have been more careful when I placed the order but I was sick at the time. Oh well, $20 down the tubes!",B075QQ8VZW,True
2326416,2020-12-15 19:24:26,5.0,Best I’ve owned an so easy to use.,Love this tool. Love the vibration when done an the light up  button when in use.,B075QQ8VZW,True
2326423,2020-12-28 20:44:10,4.0,Love it,Bought this to replace a Walgreens thermometer that was way off in accuracy. LOVE IT!,B075QQ8VZW,True
2326456,2020-10-07 23:17:11,5.0,Excellent!!,Very easy to use. I love how it gives a vibrating notification when it’s captured the person’s temp. That feature helps a lot when you’re taking your own!,B075QQ8VZW,True
2326496,2020-08-12 11:54:42,4.0,Take Your Temperature Readings,During this COVID 19 era it is important to be aware and take all precautionary methods to keep up with your health. Make sure to have the necessary products to stay safe that means monitoring your body temperature throughout the day.  Although it maybe user error It takes me 2-3 tries to get a reading with this device Suffice it to say I am very happy with the product and have already recommended it to others. I plan to purchase more for the family.,B075QQ8VZW,True
2326726,2020-07-27 18:36:36,5.0,Works great!  Easy to use!  Comes with battery.,Handy and compact. Accurate and easy to use!,B075QQ8VZW,True
2326765,2020-12-22 17:31:30,5.0,Reliable and Quick!,"This is the third thermometer that we have bought. I like that it is a no-touch, quick read. It makes checking the temperature of little ones while they are sleeping easy! Seems to be very accurate. Just let it acclimate to your home temperature before using. If it sits outside in cool or hot weather, the readings will be off.",B075QQ8VZW,True
2326804,2020-08-31 20:20:21,5.0,Simple,Easy to use .,B075QQ8VZW,True
2327354,2021-01-04 19:54:40,5.0,Easy and accurate,Love it!,B075QQ8VZW,True
2327446,2020-07-21 19:11:03,5.0,great product,Great product.  Simple to use. Shipped fast. Thanks,B075QQ8VZW,True
2327586,2021-04-13 17:38:39,5.0,"EASY TO USE,  ACCURATE & RELIABLE",I purchased this as I was tired of buying probes for my ear thermometer.  Also my ear thermometer always seemed to read I had a temperature which I knew wasn't true from having my temp taken numerous times this past year.<br /><br />This is easy to use. You can use a mirror to make sure you have it in the right spot.  After a few times you will not need the mirror. The thermometer reads in seconds & I like to check my temp if I think I have one. These days we can't be too careful.<br /><br />I have found that if I take my temp before going to dr & then have my temp taken there using a forehead thermometer they read the same.  So it is accurate & gives me peace of mind & no more trying to find probes.,B075QQ8VZW,True
2328299,2021-07-09 11:23:24,1.0,"Not consistent, therefore, not accurate or precise","I was very hopeful because so many people bought it and rated it good. I tried it at different parts of the forehead and temple multiple times and the readings were never consistent, especially on someone who actually had a fever! I tried it on myself and it said at one point I had a fever of 101.4F. Measured the same spot again, and it was 97.7F. Measured it again and it said 99.3F. No wonder it's so cheap. DON'T BUY!",B075QQ8VZW,True
2328566,2020-06-15 16:38:48,5.0,"Simple to use, well made and compact in size.","There are those that look like a pistol which promises more functions.  However they all tend to be bigger and more expensive.  This one is small making it easy to store in the medicine cabinet and carry with you on a trip.  It is simple and quick to use and looks nice and elegant.  I assume one must operate it correctly to ensure consistency and accuracy.  I measured myself three times and the variations were less than 0.2 °F within the spec.  I use it to monitor my temperature in the time of COVID-19 even at home as per my company's guideline.  This thermometer makes this daily task a breeze.<br /><br />A few things to add after reading some negative reviews:<br />First, as you compare this to your ""old and trusted"" existing thermometer, do not assume the existing one is more accurate.  For one, your ""other"" thermometers most likely do not measure temperature at the forehead so they will return different readings.  Second, I am a biologist and know scientific thermometers from different brands/batch can vary temperature readings by as much as 1.5 °C.  The mercury ones are more accurate.  So the key is to establish your baseline and then assess whether your current reading is substantially above.  No matter which part of your body you measure, >100°F indicates fever.  Finally you have to point this at the same spot to get consistent reading. The instruction also says the optimal distance to your forehead is about 1 inch.",B075QQ8VZW,True
2328738,2020-08-31 22:25:56,5.0,Very easy and works well,"Super easy. Push button once (don’t need to hold), keep at proper distance from head, and and as soon as it renders a reading, gives small haptic feedback and boom.",B075QQ8VZW,True
2328982,2022-02-27 16:25:46,1.0,Inaccurate. Don't buy.,Readings taken the same way with fresh batteries when the device is at room temp result in different temperatures. Can't trust this inaccurate device.,B075QQ8VZW,True
2329075,2022-08-28 03:46:48,1.0,worthless. consistently reads 2 degrees low,what a waste of money. what good is it if it's not accurate. it consistently reads 2-3 degrees too low every time. and it was not returnable.,B075QQ8VZW,True
2330617,2021-08-30 04:47:10,5.0,Accurate and fast,Super accurate. I had Covid and had a fever for the first 3 days and getting an accurate reading was important.,B075QQ8VZW,True
2331010,2021-01-31 18:02:00,5.0,Nice,"Easy to use, easy to read!  Seems to be well made",B075QQ8VZW,True
2331450,2022-01-29 13:22:57,1.0,junk,totally inacturate.,B075QQ8VZW,True
2331713,2022-02-21 00:32:18,2.0,Not accurate,"I paid $50 for this last year. Now it's on sale for $20. There is a reason for this. It is inaccurate as heck. Everyone in my house had the exact same reading, 97.3. Once and only once did it go above 98, and that was when an oral showed a temp over 99. Don't waste your money on this. My hub had the same one for his office, same results, so I don't think our home model was an anomaly.",B075QQ8VZW,True
2331807,2021-03-06 02:46:50,5.0,WORTH THE COST AND QUALITY RESULTS,"After shopping around, we chose the iHealth No-Touch Forehead Thermometer and have not been disappointed.  The accuracy is decent, it is easy to use and is always ready for a quick check for trouble.  We like the way it vibrates when displaying the temperature.  Also the price is also right.  The only con we have noticed  - it will not read our dogs' temperatures.",B075QQ8VZW,True
2333983,2020-07-08 00:51:18,5.0,Beautiful & functional,"Super easy to use. Quiet.... so I can sneak up on my little ones. Vibrates when it is done reading. If done correctly, it is accurate. I also appreciate that it does not use button batteries... I do not like keeping those around the house or hunting around when I need one. Standard batteries are easier to keep on hand & out of little hands. I also like the sleek modern look.",B075QQ8VZW,True
2334414,2020-07-31 01:28:00,4.0,reasonable product,works fine,B075QQ8VZW,True
2334478,2020-11-02 04:38:58,1.0,DO NOT BUY,I should have read the reviews - mine said everyone’s temp was 97.7 even when other thermometers were reading 99-100 fevers on a sick family member. In the age of Covid this is dangerous.,B075QQ8VZW,True
2334839,2022-03-14 00:34:34,5.0,Beautifully simple.,Great modern look and super-easy to use. Very good price as well. Amazing and small and... What's not to like!?,B075QQ8VZW,True
2334849,2022-08-15 01:27:41,5.0,The accuracy,Ii is the perfect thermometer,B075QQ8VZW,True
2334876,2023-01-30 16:38:06,5.0,As described,Worked first time and bright display to be able to read. Great product,B075QQ8VZW,True
2335143,2022-03-05 12:49:36,5.0,Baby gift for great-niece or nephew,I am sure they will love it,B075QQ8VZW,True
2337072,2020-07-28 01:43:38,4.0,Seems to be accurate,This works well as far as i can tell. No problems!!,B075QQ8VZW,True
2337308,2021-06-22 23:39:37,5.0,Es excelente y la calidad muy buena,Me encantó muy cómodo fácil y rápido,B075QQ8VZW,True
2337347,2021-09-03 02:20:03,5.0,Great.  2nd one we have bought,Very easy to use.  Accurate. Bought another to have 2 in the house. Handy when you have Covid in the house,B075QQ8VZW,True
2337385,2022-05-27 21:37:56,2.0,Different readings,I bought it at a great price.  The problem for me is the differences readings it gives me.  My son had fever and show over 103 temperature  and I did a second reading right at the moment and  it gave me 100 degrees .  Well at least I know he had a fever but I didn't know how high.,B075QQ8VZW,True
2337608,2021-02-02 00:50:35,3.0,Could be better,Not that accurate. I get different reading all the time,B075QQ8VZW,True
2337644,2020-10-04 23:37:30,5.0,Great thermostat..,Great thermostat..great price,B075QQ8VZW,True
2337871,2020-07-27 18:34:06,5.0,Ok,Not sure about accuracy as I get different numbers even in the same kid within seconds. But it works as something,B075QQ8VZW,True
2338610,2020-12-05 13:49:49,1.0,Awful.,"If you’re looking for a thermometer to tell you that your temp is 97.7 every single time you use it, then this is the one for you! Seriously, every single reading: 97.7. And yes, I thoroughly read the instructions. This thing is junk. Save your money.",B075QQ8VZW,True
2339040,2020-07-14 02:33:18,5.0,Highly recommend,"This product has been accurate, easy to use and safe.",B075QQ8VZW,True
2339291,2021-09-13 19:44:49,4.0,Not always accurate,It Is easy to hold and read but it doesn't seem to be super accurate. Three different readings resulted in three different temperatures all within  one minute.,B075QQ8VZW,True
2339323,2021-06-18 02:07:03,1.0,Not accurate,"Its not accurate, it gave the same temp to each person I tried it with",B075QQ8VZW,True
2339527,2022-05-25 09:49:03,1.0,Do not buy,"Easy to use and read but NOT accurate. I knew my daughter was running a temperature but took her temperature about 15 different times (not exaggerating), received different reading each time.",B075QQ8VZW,True
2341069,2020-12-08 01:56:19,5.0,Easy to use,Great,B075QQ8VZW,True
2341907,2020-12-15 22:48:13,5.0,Highly recommend,"Works great and is well made, even came with batteries!!!!<br />Used at work to test empolyee temps",B075QQ8VZW,True
2341945,2020-08-14 02:43:13,5.0,Accurate results,Great thermometer. Easy to use. It’s worth the $50,B075QQ8VZW,True
2341995,2022-02-20 16:41:05,5.0,Therometer,Ready to use ready to read comfortable on the hand to operate,B075QQ8VZW,True
2342247,2020-07-30 19:55:08,5.0,just what we needed,easy to use; sleek; my son enjoys taking his temp now,B075QQ8VZW,True
2342416,2020-10-21 04:56:30,5.0,Excellent product.  Takes accurate temperature very quickly.,"Easy to use.  Nice product, very efficient.",B075QQ8VZW,True
2342547,2022-09-24 20:36:39,1.0,Inaccurate and not returnable,"Design over functionality.  Consistently measures too low.  Although item is listed as replaceable if defective, there’s actually no way to initiate a replacement.  Into the trash can.",B075QQ8VZW,True
2343473,2020-08-24 18:50:13,5.0,Great product,Works great!,B075QQ8VZW,True
2343601,2020-12-05 00:37:25,5.0,BUY THIS NOW. This will be your COVID-19 Go-To!,Love this thermometer! It’s so easy to use. Reminds me of an Apple product. Love the soft vibration when temperature is read. Highly recommend!!,B075QQ8VZW,True
2343798,2020-12-20 17:09:39,5.0,Loved it!,"Very accurate & easy to use product! Unlike the very first temporal scanners that you had to touch and slide across the forehead, just keep it centered on the forehead and is almost instant!",B075QQ8VZW,True
2344261,2022-04-01 10:25:48,3.0,Never accurate or reading the same,Never accurate or reading the same,B075QQ8VZW,True
2345505,2020-10-13 20:11:39,5.0,Temperature and accuracy.,Temperature checks for the family.,B075QQ8VZW,True
2345963,2020-07-28 13:23:26,5.0,Safety First,"Pretty simple to use and provides an accurate temperature reading. Concerns with COVID-19, as well as other viruses, prompted this purchase. Would have rather spent the money on other necessities, but safety first.",B075QQ8VZW,True
2346416,2023-03-20 22:14:01,1.0,Not accurate,I ended up getting a reading from 97 to 102... So I have no idea what their temperature is.,B075QQ8VZW,True
2346951,2022-11-04 17:45:10,5.0,Great purchase i made,Brought this for my baby girl and i love it so much,B075QQ8VZW,True
2347215,2021-02-02 00:53:17,1.0,Garbage,"The most inaccurate thermometer you can buy in the middle of a pandemic! DO NOT WASTE YOUR MONEY! Also would not let me return item, then all of a sudden I am outside the return window! Scam product!",B075QQ8VZW,True
2348093,2020-08-01 22:18:08,5.0,Good thermometer,Very easy to use and seems to be accurate.,B075QQ8VZW,True
2348313,2020-09-16 08:57:11,5.0,Works as it should,Works like it should with no issues if used correctly. Would buy again if ever needed.,B075QQ8VZW,True
2348520,2022-12-01 18:54:39,5.0,Why didn't I buy one sooner?!,"Stop scrolling through all the reviews and just buy it. You won't regret it. Easy, clean, simple.",B075QQ8VZW,True
2348562,2020-10-26 23:59:53,1.0,Died on day 91.,"Died on day 91. New batteries, still dead. Paid $50, now only $30. Waste of money.",B075QQ8VZW,True
2348639,2020-12-17 16:35:12,5.0,compact & light,"This is 'brainless' to use. Just point, click and hold until it vibrates. - about 1.5-2 seconds.<br />It's lightweight and can go in about any pocket you choose.",B075QQ8VZW,True
2348788,2020-08-28 09:17:55,1.0,Stopped Working After 2 Weeks,Stopped working after only 2 weeks.,B075QQ8VZW,True
2349147,2022-07-31 00:33:53,1.0,Temperature is not accurate,"Like several other reviews, the temperature does not get past 97.3⁰F no matter who it's used on. These items can not be returned or replace so don't waste your time with this no-name junk. I knew it was bad from the time I tried to read through the poorly written instructions. Head over to a local store for important items like thermometers. I'm sure the products there are more tried and true.",B075QQ8VZW,True
2349750,2022-06-05 19:04:04,1.0,"Does not work, impossible to return.","As many others have said, temp is very inaccurate. Only registers 97.3 no matter what, and yes, am using correctly. The real fun is trying to return. If you initiate at return with Amazon, they give you the seller link to try and return. Selecting a return through seller link takes you back through Amazon customer service, rinse and repeat. Horrible product, worse customer service, from both Amazon and the seller.",B075QQ8VZW,True
2350645,2022-08-01 20:05:48,5.0,Very easy to use & accurate,I have nothing but I positive comments about  this product. Met all my ecirctatiobs,B075QQ8VZW,True
2350858,2022-02-13 11:49:14,5.0,Adding in to all the negative reviews on this product,Agree with everyone on here that the temperature always reads 97.1 and 97.3. This is not a reliable thermometer. Go back to the under the tongue method it’s way more accurate.,B075QQ8VZW,True
2351028,2020-07-21 00:05:32,5.0,Excellent Touch Free,Feels so much more accurate (consistent with multiple tests) than the others we have and the touch free is awesome and easy!,B075QQ8VZW,True
2351225,2022-02-22 15:06:47,4.0,Good for the money,"This is good for taking temperature quickly. It is easy to use, but it is about one degree off.<br />The cost is great as it was double the price in pharmacies.",B075QQ8VZW,True
2351498,2020-12-15 19:08:05,5.0,Easy to use,It worked as advertised.,B075QQ8VZW,True
2351529,2020-12-22 20:03:03,5.0,It’s easy,Nice,B075QQ8VZW,True
2351920,2020-12-01 19:23:25,5.0,Accurate and affordable.,"Love this thing. I work in healthcare, and this is the most accurate unit I have used so far. I bought 50 of them.",B075QQ8VZW,True
2352042,2020-09-14 19:04:50,5.0,Easy to use.,Check for Covid19,B075QQ8VZW,True
2352495,2023-03-11 17:22:49,5.0,Great thermometer,I love this thermometer. Very happy with this purchase. It’s easy to use and read and it’s cute! Buy it!,B075QQ8VZW,True
2352506,2020-07-24 21:24:21,4.0,OK THERMOMETER FOR THE PRICE,"I like how slim the thermometer is, but it takes multiple attempts to get a reading. If you are too close or too far away from the forehead, it won't read your temperature.",B075QQ8VZW,True
2352592,2020-09-16 14:45:10,5.0,doesn't work,Couldn't get it to work. Took it to a medical supply store and they couldn't get it to work,B075QQ8VZW,True
2352597,2021-12-20 00:52:27,3.0,More than half the time doesn’t take reading.,"I just got this today and it is very frustrating to use because more than half of the time it does not take a reading. I read the other reviews and tried holding it 1 inch away from my mouth or tongue and it still doesn’t take a reading, it is quite random. Going to return because of how frustrating this is to use.",B075QQ8VZW,True
2352850,2021-03-09 23:12:14,5.0,Nice Simple Thermometer!,I've been looking for a simple and uncomplicated thermometer when my dentist told me about this one which was reasonably priced and does the job. I'm very happy with this purchase.,B075QQ8VZW,True
2352975,2020-04-26 20:56:01,5.0,Nice unit,Works well.  Just read and follow instructions.,B075QQ8VZW,True
2353193,2020-12-07 23:47:19,5.0,Convenient way to take a daily temp!,We really like the ease to take our temperature daily...much easier than using the  old style one under the tongue . And temp is really consistent and seems to be close to when I’ve gotten scanned at a clinic on the same day within a hour or so. (Went ahead and did but carry case to protect it in the drawer) had our first one for months and just ordered two more fir practical Christmas gifts for our family members who said they’d like one.,B075QQ8VZW,True
2353247,2021-07-03 23:23:20,5.0,Great and easy,This is a handy and small thermometer.  Works great.  You can use it on your forehead or your wrist.,B075QQ8VZW,True
2353506,2020-08-17 22:50:19,1.0,Not Accurate,"Didn’t have an opportunity to use the thermometer until today. My grandson has a fever.  Thermometer is reading 97 degrees. My temperature is reading 96 degrees.  Expensive useless thermometer.  Grandson’s temp taken with another thermometer was 102.<br /><br />Update: I reached out to the seller and their customer service is A++++ . After we did some troubleshooting with no luck, they expedited another one out to me.  Told me i did not need to return defective thermometer.  Happy with the outcome.<br /><br />Update: My grandson's temp was 104.2.  Thermometer reading was 97.8.  Very disappointed as this is the second thermometer.",B075QQ8VZW,True
2353509,2021-05-05 18:45:13,5.0,Reliable and easy to use,"Nice size, not bulky.",B075QQ8VZW,True
2353611,2022-07-15 20:25:44,1.0,Very good tool Tem.,Easy to useand accurate,B075QQ8VZW,True
2354024,2020-07-21 19:46:12,5.0,Product delivered what it advertised.,Arrived on time. Provides quick results - very easy to use.,B075QQ8VZW,True
2354050,2022-04-21 23:51:05,1.0,Doesn’t work!,"I was so excited to purchase this, but when we got it & put in the batteries, there was only 3 lines. It never registered a temperature.  Very disappointed",B075QQ8VZW,True
2354159,2022-01-28 13:58:17,1.0,Waste of money,"I ordered two of these, to have one on the go and one at home, however these never made it past my house.<br />Despite multiple attempts, this thermometer never showed a temperature over 98.9 - useless if you or your family are actually sick. Save your money!",B075QQ8VZW,True
2354371,2021-01-08 19:31:56,5.0,Easy to use,Used it for covid19 temp check,B075QQ8VZW,True
2354841,2020-07-27 15:11:15,5.0,Great Product,Great Product,B075QQ8VZW,True
2354957,2021-02-26 02:26:02,1.0,Not recommending,"It always gives super low readings.  96.4, 94.5...I think I’m dead!",B075QQ8VZW,True
2355086,2021-08-26 19:49:00,1.0,Doesn’t work,Doesn’t work.  Not accurate.  Waste of money!!,B075QQ8VZW,True
2355953,2020-07-20 22:34:08,5.0,it works,"product is easy to use, comes with batteries",B075QQ8VZW,True
2356533,2020-05-25 10:42:05,5.0,easy to use,Fast and accurate,B075QQ8VZW,True
2356564,2020-08-29 01:15:34,5.0,Quick and easy !,"Ease of use, light and easy to read!",B075QQ8VZW,True
2356610,2020-08-12 22:08:32,5.0,Good purchase,An easy to use/read thermometer for my teenagers and family to use.,B075QQ8VZW,True
2356688,2020-07-23 20:10:07,1.0,Doesn’t work!,This thermometer does not accurately gauge temperature!,B075QQ8VZW,True
2357014,2021-02-28 05:28:31,5.0,User friendly,"Very user friendly!  Light weight, easy to use and read.",B075QQ8VZW,True
2357450,2020-11-16 01:52:47,1.0,Inaccurate readings,Item was not accurate in the temperature readings,B075QQ8VZW,True
2357651,2022-07-26 18:30:56,1.0,"Only reads 97 degrees, not returnable","This never worked. I followed the instructions as perfectly as possible. I only used it in the room it’s stored in so that it would be at its equilibrium temperature. I tried it on the center of the forehead (and every square inch of the forehead), and at the exact distance it listed. I never got a reading higher or lower than 97 degrees on anyone in my family that I tried it on. I have tried to return or replace this item, but it says this item isn't eligible even though I bought this on 7/15 and its only 7/26. DONT BUY THIS.",B075QQ8VZW,True
2358012,2021-02-28 23:38:06,3.0,Wrong temperature,Displays wrong temperature. (Low),B075QQ8VZW,True
2358213,2020-07-14 16:07:04,5.0,Accurate!,"Accurate, fast and sleek.  We tried a few other models before finding this one that works!  We tested against<br />two mouth thermometers.",B075QQ8VZW,True
2358280,2020-09-29 13:03:09,1.0,Do not buy this thermometer,I purchased this digital thermometer from Amazon back in 2019.  Worked ok for a while then temperature was way off. Tried to get a replacement under warranty but just kept getting the runaround from support. Spend a few more dollars and get one that actually works with great customer support.,B075QQ8VZW,True
2358618,2020-07-14 21:10:16,5.0,Works like a charm,nice its not touch...,B075QQ8VZW,True
2358655,2022-07-30 17:34:46,1.0,Thermometer always ready 97.3 or 97.1,"Don’t waste your money. I don’t know what all of these reviews are for, but check the questions section to see that accuracy is non existent.",B075QQ8VZW,True
2358661,2021-10-04 16:34:25,1.0,"Don't trust it- inaccurate, eats batteries","I had post surgery therapy at ahospital 3 times per week for months. To check accuracy, on a number of occasions I took my temp immediately befor entering the hospital, where my temp was again taken a minute or 2 later at the entrance with their equipment. The temps differed by as much as 1.5 degrees. This thing also chewed up 2 AAA batteries at an annoying rate, whether I used it twice per day, or not at all.",B075QQ8VZW,True
2359196,2020-12-30 00:36:40,3.0,The LED display is hard to read,"The description says ""large LED display,"" which gives the impression that it is easy to read. That was not my experience. The picture depicts the numbers 98..6 etched into the plastic. The LED lights up to give a reading through the etched number, so that unless the actual temperature taken is exactly 98.6, it is difficult to read. The LED display seems rather primitive to me taking away from the otherwise great features that the thermometer has.",B075QQ8VZW,True
2359561,2020-12-01 00:09:10,5.0,Great IR thermometer,Exactly what I expected and easy to use,B075QQ8VZW,True
2359578,2022-07-09 11:49:07,1.0,Avoid this product,"I should have read the reviews more carefully. The thermometer rarely gets a read and when it does it is not accurate. As the other reviews state, it typically returns a read of 97.3.<br />I received a 97.1 read this morning after 5 tries, but in using another oral thermometer my temperature was 100.3. This product is not eligible for return, so my $19.99 is now going in the trash can.",B075QQ8VZW,True
2359609,2020-10-19 01:45:26,5.0,Great product for the price,"I love this thermometer. I would definitely recommend it. As good or better than popular, more expensive brands.",B075QQ8VZW,True
2359737,2020-07-21 00:14:00,5.0,Great product,Easy to use and to read.  Seems well made.  Would buy again.,B075QQ8VZW,True
2360231,2022-10-28 11:46:29,5.0,"Second one, still great!",We had bought one of these during Covid and it worked fantastic! We moved and left it behind so we ordered another one. So glad we did! It works great and looks good. Wonderful value!,B075QQ8VZW,True
2360640,2020-07-16 20:28:50,5.0,Works great!!,"We have this model in HR at work, so I was familiar with it. It works great!!",B075QQ8VZW,True
2360653,2020-12-18 22:56:49,5.0,Great,Does a great job,B075QQ8VZW,True
2360844,2021-01-21 00:25:11,4.0,Easy to use,"Love that it is so quick and buzzes in your hand when ready....almost instantly.  I do worry that it is not exactly accurate...my temperature always seem to hover in the 97.2 - 97.7 range.  A bit low, but I can live with that.",B075QQ8VZW,True
2360936,2020-09-01 21:31:03,5.0,Ease of use,Very easy to operate and accurate. Use is for early detection of the Corona Virus.,B075QQ8VZW,True
2361152,2022-02-16 12:06:26,1.0,Inaccurate,"This thermometer is very easy to use. You don’t even have to use an on/off button. The readings are easy to interpret. The instructions are easy to read.<br /><br />Unfortunately the readings are inaccurate. When you have no fever, the readings are accurate. It will not detect any fever. My daughter came home sick from school. The nurse said her temperature was 101.4. When I got home I used this thermometer, and it kept giving me the same readings, anywhere from 98.2-98.4. When I used two other thermometers, they both gave the reading of 101.4. The next day I felt my daughter’s forehead, and she felt warm. This thermometer said 98.2, but two other thermometers said 101.5. So there ya have it! Bad to have an inaccurate thermometer in the time of Covid.",B075QQ8VZW,True
2363541,2020-07-17 00:59:56,5.0,Definitely recommend,I find this product accurate and easy to use. I would recommend.,B075QQ8VZW,True
2363564,2022-11-16 15:04:35,2.0,Not worth the confusion,"Bought this for my first baby. During her first fever, we used a few times but it gives you different readings each time. This is very stressful when your trying to decide what to do about the fever. I ended up buying a temporal thermometer that you touch to the forehead/temple. At least I get the same reading each time.",B075QQ8VZW,True
2364582,2021-09-19 00:39:19,5.0,Love it but..,"I love it completely, super easy to use and all the above. Just wished it came with a case for it",B075QQ8VZW,True
2364890,2020-11-19 17:02:02,5.0,Covid- 19,"As a teacher and mother, I was very apprehensive about returning to the classroom and my 7 year old daughter. My husband jumped on Amazon as soon they announced that school would re-open. He ordered this thermometer for me and it has been amazing. I was skeptical on if the readings are accurate, but it appears to be spot on. Even my 7 year old is able to check her temperature when necessary.",B075QQ8VZW,True
2364977,2020-07-18 11:52:11,5.0,Great product for uncertain times,Great product.  Easy to use.  No touch required.,B075QQ8VZW,True
2364985,2020-08-28 21:24:06,5.0,Easy to use!!,It’s great for a quick temp!!,B075QQ8VZW,True
2365050,2020-08-20 21:24:41,5.0,Easy read,I like it because it’s basically hands free.,B075QQ8VZW,True
2365119,2021-01-14 04:59:50,5.0,overall worth it,easy to read,B075QQ8VZW,True
2365453,2022-07-08 11:34:52,1.0,you can barely read in a mirror looking @ the reverse image.,Not worth a penny.,B075QQ8VZW,True
2369269,2021-10-14 02:53:50,5.0,Forehead temp reader,"Simple to use, simple to read and accurate",B075QQ8VZW,True
2371912,2022-11-03 23:32:26,1.0,Not accurate at all,"Son had 103 fever, continuously read 99 deg",B075QQ8VZW,True
2372279,2021-01-20 20:50:45,5.0,Accurate,Good Covid19 investment.,B075QQ8VZW,True
2372426,2020-07-14 13:08:08,1.0,don't buy!,Not accurate at all!!! Waste of money!!,B075QQ8VZW,True
2372825,2022-08-14 02:28:32,1.0,Not accurate,It's not accurate at all! My daughter had a fever of 39C and this was showing 36.3 ..I tried a few different times and the same thing,B075QQ8VZW,True
2373768,2021-01-22 16:15:31,5.0,A thermometer that is very easy to use,It's very easy to use,B075QQ8VZW,True
